id,dtime,lat,lng,PM10 Concentration,PM2.5 Concentration,temp,hum
11067,3/2/2022 11:43,28.2236965,83.9907895,89.4,24.3,25.8,48.2
11069,3/2/2022 11:43,28.22369283,83.990787,99.2,25.5,25.8,48.3
11071,3/2/2022 11:43,28.22369117,83.99078533,110.4,26.2,25.8,48.9
11073,3/2/2022 11:44,28.223689,83.9907825,112,26.3,25.8,50.1
11075,3/2/2022 11:44,28.22368667,83.99077917,108,26.1,25.8,50.3
11077,3/2/2022 11:44,28.22368433,83.99077467,107.8,26.4,25.8,50.1
11079,3/2/2022 11:44,28.22368133,83.99077067,110,26.5,25.8,50.4
11081,3/2/2022 11:44,28.22367933,83.99076783,99.8,26.2,25.9,50.3
11083,3/2/2022 11:44,28.22367633,83.9907645,93.1,25.7,25.9,50.6
11085,3/2/2022 11:44,28.22367667,83.990764,82,25.2,26,50.4
11087,3/2/2022 11:44,28.22367717,83.9907645,76.7,24.6,26,50.6
11089,3/2/2022 11:44,28.22367767,83.9907655,69.3,24.4,26.1,50.6
11091,3/2/2022 11:44,28.2236795,83.990765,71.7,24.5,26.1,49.2
11093,3/2/2022 11:44,28.22368167,83.99076383,71.6,24.2,26.1,49
11095,3/2/2022 11:44,28.223683,83.99076417,71.6,24,26.2,49.1
11097,3/2/2022 11:44,28.22368383,83.99076467,74.8,23.7,26.2,49.3
11099,3/2/2022 11:44,28.22368367,83.99076367,76.8,23.7,26.2,49.2
11101,3/2/2022 11:44,28.22368367,83.9907635,82.4,24.4,26.2,49
11103,3/2/2022 11:45,28.22368233,83.99076233,86.9,24.5,26.2,49.1
11105,3/2/2022 11:45,28.223681,83.99076117,95.4,24.8,26.3,49.1
11107,3/2/2022 11:45,28.22368083,83.99076083,102.1,25,26.3,49.2
11109,3/2/2022 11:45,28.22368533,83.99074167,117.4,25.3,26.3,49.3
11111,3/2/2022 11:45,28.22371017,83.99065117,126.4,26.1,26.3,49.2
11113,3/2/2022 11:45,28.22374217,83.99052367,144.3,26.6,26.3,48.9
11115,3/2/2022 11:45,28.22376717,83.990423,166.6,27.7,26.4,49.1
11117,3/2/2022 11:45,28.22381467,83.9902955,184.6,28.3,26.4,49.5
11119,3/2/2022 11:45,28.223873,83.990008,193.8,28.2,26.4,49.5
11121,3/2/2022 11:45,28.22390433,83.98975983,192.2,28.4,26.4,50.1
11123,3/2/2022 11:45,28.2239365,83.98952317,178,28.1,26.5,50.5
11125,3/2/2022 11:45,28.22397967,83.98921283,163.6,27.5,26.5,50.4
11127,3/2/2022 11:45,28.22400883,83.98896083,145.6,26.4,26.5,49.1
11129,3/2/2022 11:46,28.2240275,83.9886415,118.4,24.9,26.5,48.6
11131,3/2/2022 11:46,28.2240015,83.98842833,108.5,24.9,26.6,48.1
11133,3/2/2022 11:46,28.2239915,83.98830583,93.5,24.3,26.6,47.9
11135,3/2/2022 11:46,28.22398117,83.98817683,92.8,23.9,26.6,47.4
11137,3/2/2022 11:46,28.22391933,83.988027,86.2,23.7,26.6,47
11139,3/2/2022 11:46,28.22384183,83.98795683,83.3,23,26.6,47.1
11141,3/2/2022 11:46,28.22376667,83.9878905,93.7,23.6,26.5,47.1
11143,3/2/2022 11:46,28.22368183,83.9878445,88.5,23.1,26.5,47.1
11145,3/2/2022 11:46,28.22355083,83.98781133,84.7,23,26.5,46.8
11147,3/2/2022 11:46,28.22337033,83.98776517,80.4,22.8,26.5,46.9
11149,3/2/2022 11:46,28.22316417,83.9877175,74.1,22.5,26.4,47
11151,3/2/2022 11:46,28.22297117,83.98767883,73.2,22.2,26.4,46.8
11153,3/2/2022 11:46,28.22285817,83.98765883,73.3,22.5,26.4,46.7
11155,3/2/2022 11:46,28.22283083,83.98765567,58.4,21.5,26.3,46.2
11157,3/2/2022 11:46,28.22282833,83.98765417,59.5,21.8,26.3,46.4
11159,3/2/2022 11:47,28.222826,83.98765317,59.1,22.3,26.3,46.4
11161,3/2/2022 11:47,28.22282033,83.98765067,68.2,23,26.3,46.5
11163,3/2/2022 11:47,28.22279417,83.98764517,80.1,23.9,26.3,46.6
11165,3/2/2022 11:47,28.22276233,83.987638,87.9,24.2,26.3,46.8
11167,3/2/2022 11:47,28.222735,83.98763183,95,24.7,26.3,47.2
11169,3/2/2022 11:47,28.22271583,83.98762867,92.7,25.1,26.3,47.3
11171,3/2/2022 11:47,28.22270867,83.98762817,91.5,24.7,26.3,47.4
11173,3/2/2022 11:47,28.22270667,83.9876285,85.7,24,26.3,47.4
11175,3/2/2022 11:47,28.22270367,83.9876305,84.2,23.4,26.2,47.5
11177,3/2/2022 11:47,28.22270217,83.98763283,98.2,26.1,26.3,47.7
11179,3/2/2022 11:47,28.22270367,83.98763467,109,27.7,26.3,48.6
11181,3/2/2022 11:47,28.22270217,83.98763617,120.1,29.2,26.3,48.8
11183,3/2/2022 11:47,28.2226995,83.98763583,138.9,30.8,26.3,48.8
11185,3/2/2022 11:47,28.22269083,83.98763533,150.7,32.8,26.3,48.3
11187,3/2/2022 11:48,28.22268367,83.9876345,183.7,38,26.4,48.2
11189,3/2/2022 11:48,28.22267817,83.987632,189.4,39,26.4,47.6
11191,3/2/2022 11:48,28.222672,83.98763,201.4,40.2,26.4,47.5
11193,3/2/2022 11:48,28.22266183,83.9876285,236.4,42.6,26.4,47.6
11195,3/2/2022 11:48,28.22264717,83.98762633,254.2,45.3,26.4,47.7
11197,3/2/2022 11:48,28.22262067,83.98762267,294.3,49.3,26.4,48.2
11199,3/2/2022 11:48,28.22258867,83.9876205,333.7,53,26.4,48.2
11201,3/2/2022 11:48,28.22257833,83.98761933,355.6,53.6,26.4,48.1
11203,3/2/2022 11:48,28.22257467,83.987617,367.3,54.5,26.4,48
11205,3/2/2022 11:48,28.22256367,83.98761417,355.2,52.6,26.4,48.2
11207,3/2/2022 11:48,28.22256083,83.98761583,330.1,51.1,26.4,48.3
11209,3/2/2022 11:48,28.22254733,83.98761117,304.5,48.3,26.4,48.5
11211,3/2/2022 11:48,28.22253017,83.98760417,256.2,43.2,26.4,48.6
11213,3/2/2022 11:49,28.2225065,83.987596,209.6,38.9,26.4,48.7
11215,3/2/2022 11:49,28.22248317,83.98758183,195.1,36.9,26.4,48.8
11217,3/2/2022 11:49,28.22236267,83.98752917,158.1,34.2,26.4,49.2
11219,3/2/2022 11:49,28.222199,83.98748783,148,32.6,26.4,49
11221,3/2/2022 11:49,28.22198067,83.9874255,132.5,30.9,26.5,48.5
11223,3/2/2022 11:49,28.22171467,83.98737383,121.9,29.4,26.5,47.3
11225,3/2/2022 11:49,28.22151233,83.98732733,106.3,27.2,26.4,46.5
11227,3/2/2022 11:49,28.22133,83.98729467,86.8,25.7,26.4,46.4
11229,3/2/2022 11:49,28.22123917,83.9872755,74.1,24.4,26.4,46.3
11231,3/2/2022 11:49,28.22120367,83.98726583,62.6,23.4,26.4,45.8
11233,3/2/2022 11:49,28.2211865,83.9872585,69,23.6,26.4,46.2
11235,3/2/2022 11:49,28.22117183,83.98725317,70.4,23.7,26.4,46.3
11237,3/2/2022 11:49,28.22116567,83.9872485,71.2,24.1,26.3,46.3
11239,3/2/2022 11:50,28.221167,83.9872505,71.3,23.9,26.3,46.3
11241,3/2/2022 11:50,28.221166,83.98725333,73.8,23.7,26.3,46.2
11243,3/2/2022 11:50,28.22113683,83.98724867,76.3,23.3,26.3,46.3
11245,3/2/2022 11:50,28.22109017,83.98724233,75.8,23.4,26.3,46.3
11247,3/2/2022 11:50,28.22103917,83.98723017,68.1,23.1,26.3,46.7
11249,3/2/2022 11:50,28.22098383,83.9872105,69.5,23.1,26.3,47.1
11251,3/2/2022 11:50,28.22087867,83.98717467,71,23.1,26.3,47.9
11253,3/2/2022 11:50,28.220828,83.9871605,69.2,23.4,26.3,48
11255,3/2/2022 11:50,28.2206695,83.98712817,69.6,24,26.3,48.2
11257,3/2/2022 11:50,28.22046933,83.987089,66.6,24.9,26.3,47.7
11259,3/2/2022 11:50,28.22027433,83.9870565,63.9,24.3,26.4,47.4
11261,3/2/2022 11:50,28.2200665,83.98700833,59.2,23.9,26.4,47.4
11263,3/2/2022 11:50,28.21988467,83.98696283,59.8,23.9,26.4,46.8
11265,3/2/2022 11:51,28.21969067,83.98691067,57.2,23.9,26.4,46.7
11267,3/2/2022 11:51,28.2194235,83.9868525,54.9,24,26.4,47
11269,3/2/2022 11:51,28.219145,83.98679233,56.3,23.6,26.4,46.9
11271,3/2/2022 11:51,28.21886183,83.98673833,56.6,23.3,26.4,46.6
11273,3/2/2022 11:51,28.21857383,83.9866835,55.5,22.9,26.5,46.6
11275,3/2/2022 11:51,28.21829833,83.98663367,57.3,23.9,26.4,45.8
11277,3/2/2022 11:51,28.21815217,83.98660683,59.4,26.6,26.4,45.8
11279,3/2/2022 11:51,28.21815067,83.98660733,74.7,27.2,26.3,45.8
11281,3/2/2022 11:51,28.21815083,83.9866065,72.3,27.3,26.3,45.8
11283,3/2/2022 11:51,28.218151,83.9866045,70.8,28.2,26.3,45.8
11285,3/2/2022 11:51,28.21814,83.986601,78.4,29.6,26.3,46
11287,3/2/2022 11:51,28.21808183,83.98658533,80.9,29.7,26.3,46
11289,3/2/2022 11:51,28.21805067,83.98657617,76.2,28.7,26.2,47.1
11291,3/2/2022 11:52,28.21797783,83.98655983,72.2,27.7,26.3,47.3
11293,3/2/2022 11:52,28.21787717,83.98653833,67.1,27.7,26.3,47.4
11295,3/2/2022 11:52,28.2177505,83.98650217,72.5,27.9,26.3,47.6
11297,3/2/2022 11:52,28.21760817,83.98646967,75.1,27.9,26.3,47.7
11299,3/2/2022 11:52,28.2174765,83.9864475,70.7,28.2,26.4,48.4
11301,3/2/2022 11:52,28.21745967,83.98644817,69.8,28.5,26.3,48.5
11303,3/2/2022 11:52,28.21746017,83.98644933,70.5,27.3,26.4,47.3
11305,3/2/2022 11:52,28.21740167,83.98644233,67.8,26.6,26.4,47.3
11307,3/2/2022 11:52,28.21726917,83.98641233,64.3,25.7,26.4,46.9
11309,3/2/2022 11:52,28.21708667,83.9863595,63.5,25,26.4,47.4
11311,3/2/2022 11:52,28.2167785,83.98629283,59.9,23.3,26.4,48.1
11313,3/2/2022 11:52,28.21653983,83.98624233,60.3,22.6,26.4,47.8
11315,3/2/2022 11:52,28.21628417,83.98618617,64.1,23.6,26.4,47.1
11317,3/2/2022 11:53,28.2160835,83.98614317,65.6,24.7,26.4,46.7
11319,3/2/2022 11:53,28.21606617,83.98613917,69.7,25.5,26.4,46.6
11321,3/2/2022 11:53,28.216053,83.98613483,70.2,25.6,26.3,47.2
11323,3/2/2022 11:53,28.21591967,83.98610233,72.1,25.9,26.3,47.2
11325,3/2/2022 11:53,28.21571883,83.9860405,71.7,26.3,26.3,47.4
11327,3/2/2022 11:53,28.21551283,83.98600433,69.9,26,26.3,48
11329,3/2/2022 11:53,28.21522217,83.98594217,68.1,25,26.2,47.8
11331,3/2/2022 11:53,28.21494817,83.98587483,64.6,24.2,26.2,46.9
11333,3/2/2022 11:53,28.21465083,83.98581033,59,23.3,26.2,46.8
11335,3/2/2022 11:53,28.21435017,83.98574517,57.3,22.8,26.2,47
11337,3/2/2022 11:53,28.21417667,83.98570817,53.4,21.8,26.1,46.7
11339,3/2/2022 11:53,28.214175,83.98570567,56.6,21.4,26.1,46.6
11341,3/2/2022 11:53,28.21415367,83.98570083,55.2,20.6,26.1,46.5
11343,3/2/2022 11:54,28.21414983,83.98569867,51.8,20.6,26,46.6
11345,3/2/2022 11:54,28.21400917,83.98566767,55.6,20.5,26,47.3
11347,3/2/2022 11:54,28.21384883,83.985624,57.9,20.2,26,47.4
11349,3/2/2022 11:54,28.213645,83.98557883,57.8,20.1,25.9,47.5
11351,3/2/2022 11:54,28.21348767,83.98554583,56.2,19.7,25.9,47.6
11353,3/2/2022 11:54,28.213471,83.985542,52.6,19.6,25.9,47.5
11355,3/2/2022 11:54,28.21346933,83.9855385,49.9,19.4,25.9,47.3
11357,3/2/2022 11:54,28.21340417,83.98551667,46.6,19.7,25.8,47.4
11359,3/2/2022 11:54,28.21326867,83.98547767,44.4,19.4,25.9,48
11361,3/2/2022 11:54,28.21306417,83.98542833,39.7,19,25.9,48.3
11363,3/2/2022 11:54,28.21283883,83.98536267,41.1,19.4,25.9,48.4
11365,3/2/2022 11:54,28.212616,83.98526617,42.8,19.7,26,48.2
11367,3/2/2022 11:54,28.212399,83.9851495,46.5,19.7,26,47.7
11369,3/2/2022 11:55,28.21210567,83.98500683,47.9,19.9,25.9,47.4
11371,3/2/2022 11:55,28.211761,83.98485067,47,20.1,25.9,47.2
11373,3/2/2022 11:55,28.21136133,83.9847005,49.6,20.7,25.8,47.1
11375,3/2/2022 11:55,28.21123933,83.98465733,50,21.1,25.8,46.9
11377,3/2/2022 11:55,28.21123883,83.9846585,133.8,25.2,25.8,48
11379,3/2/2022 11:55,28.2112325,83.98466983,139.2,25.9,26,48.4
11381,3/2/2022 11:55,28.21118783,83.98466267,142.3,27.1,26,47.1
11383,3/2/2022 11:55,28.2111535,83.9846525,149.7,27.5,26.1,46.8
11385,3/2/2022 11:55,28.2111155,83.9846265,153.2,27.8,26.1,46.1
11387,3/2/2022 11:55,28.211089,83.984621,159.8,28.5,26.3,45.9
11389,3/2/2022 11:55,28.21103533,83.984593,159.5,28.3,26.5,45.7
11391,3/2/2022 11:55,28.21099367,83.98457983,165.9,28.7,26.3,45.6
11393,3/2/2022 11:55,28.2109315,83.98455083,87.6,24.9,26.2,45.6
11395,3/2/2022 11:55,28.21088967,83.98453767,84.2,24.3,26.2,45.2
11397,3/2/2022 11:55,28.21083733,83.984517,83.9,24,26.1,45.2
11399,3/2/2022 11:56,28.21077467,83.9844865,75.2,23,26,44.8
11401,3/2/2022 11:56,28.2107295,83.98446883,61.8,21.8,25.8,44.6
11403,3/2/2022 11:56,28.21068417,83.98444933,63.2,21.9,25.7,44.5
11405,3/2/2022 11:56,28.210637,83.98442817,58.6,22.9,25.5,44.8
11407,3/2/2022 11:56,28.21058033,83.98439433,48,22.5,25.7,45
11409,3/2/2022 11:56,28.21055233,83.98437333,45.2,21.7,25.7,44.9
11411,3/2/2022 11:56,28.21050467,83.98434783,53.5,22,25.6,45
11413,3/2/2022 11:56,28.210467,83.98435617,55.3,21.8,25.7,45.1
11415,3/2/2022 11:56,28.2104125,83.984386,66.1,22.8,25.9,45.4
11417,3/2/2022 11:56,28.2103605,83.9844155,110.1,46.3,25.8,46
11419,3/2/2022 11:56,28.21033983,83.9844155,117,48,26.2,45.8
11421,3/2/2022 11:56,28.210325,83.984417,127.2,49.7,26.3,45
11423,3/2/2022 11:56,28.2103025,83.98440417,137.9,51.8,26.4,44.7
11425,3/2/2022 11:56,28.21027233,83.984404,135.3,52.2,26.7,44.1
11427,3/2/2022 11:57,28.21023283,83.98441767,127.3,51.9,26.7,44.1
11429,3/2/2022 11:57,28.21021417,83.9844345,102.7,35.6,26.6,44.1
11431,3/2/2022 11:57,28.21021183,83.98443717,83.7,27.8,26.2,44.2
11433,3/2/2022 11:57,28.21021117,83.98443833,90.8,25.5,25.6,46
11435,3/2/2022 11:57,28.21020917,83.98443633,93.6,24.3,25.5,46.3
11437,3/2/2022 11:57,28.21020867,83.9844315,87.7,23.1,25.2,47.2
11439,3/2/2022 11:57,28.2101905,83.9844625,80.9,22.2,25.1,47.3
11441,3/2/2022 11:57,28.21016167,83.98450917,83.9,22.5,24.8,47.3
11443,3/2/2022 11:57,28.21014183,83.9845325,82.8,22.6,24.6,47.9
11445,3/2/2022 11:57,28.21015133,83.98453833,86.3,23.1,24.3,48.5
11447,3/2/2022 11:57,28.210125,83.984582,80,23.1,24.1,48.9
11449,3/2/2022 11:57,28.21009833,83.98462617,77.5,23.7,24,49
11451,3/2/2022 11:57,28.21007917,83.9846585,79.1,23.6,23.8,49.2
11453,3/2/2022 11:57,28.2100495,83.98470517,84.6,24.3,23.7,49.5
11455,3/2/2022 11:58,28.21003117,83.9847505,89.7,24.7,23.5,49.8
11457,3/2/2022 11:58,28.21001083,83.98479333,97.3,25.1,23.3,49.9
11459,3/2/2022 11:58,28.20999133,83.9848365,102.8,25.7,23.2,50
11461,3/2/2022 11:58,28.20997983,83.98487567,103.6,25.9,23,50
11463,3/2/2022 11:58,28.2099645,83.984935,102.8,25.5,22.7,50.6
11465,3/2/2022 11:58,28.20995083,83.9849825,104.6,25.2,22.7,50.6
11467,3/2/2022 11:58,28.20993133,83.985036,100.6,24.4,22.6,51.3
11469,3/2/2022 11:58,28.2099135,83.98507517,100.3,24,22.4,51.1
11471,3/2/2022 11:58,28.20990333,83.98512,95.9,22.9,22.3,51
11473,3/2/2022 11:58,28.20988883,83.985168,92.8,22,22.2,51.4
11475,3/2/2022 11:58,28.20987133,83.98521467,85.7,21.1,22.2,51.4
11477,3/2/2022 11:58,28.20985717,83.98524183,88.3,21.3,22.1,51.4
11479,3/2/2022 11:58,28.209856,83.98526133,85.9,20.9,22,51.6
11481,3/2/2022 11:58,28.20985017,83.98527617,85,21,22,51.8
11483,3/2/2022 11:59,28.20983433,83.98529633,90.8,21.6,21.9,51.8
11485,3/2/2022 11:59,28.20982017,83.98531617,83.2,21.5,21.9,51.9
11487,3/2/2022 11:59,28.20979083,83.98533083,80.9,21.1,22,51.9
11489,3/2/2022 11:59,28.20974983,83.98534133,79.6,20.9,22.7,51.5
11491,3/2/2022 11:59,28.209718,83.98535733,84,21.5,22.9,51
11493,3/2/2022 11:59,28.20968,83.98537217,86.1,22.4,23.1,50.7
11495,3/2/2022 11:59,28.20964733,83.98538167,86.6,22.5,24,49.3
11497,3/2/2022 11:59,28.20959,83.98539117,81.6,22.5,24,49.3
11499,3/2/2022 11:59,28.2095475,83.98538467,86.2,23.3,24.2,48.7
11501,3/2/2022 11:59,28.20951383,83.98537017,90.9,24.2,24.4,48.3
11503,3/2/2022 11:59,28.2094845,83.985354,89.3,24,24.6,47.9
11505,3/2/2022 11:59,28.20943433,83.98533933,82.8,22.9,25.1,47.3
11507,3/2/2022 11:59,28.20940367,83.985317,78.6,23.4,25.2,47.2
11509,3/2/2022 11:59,28.20938217,83.98530733,73.4,23.8,25.4,46.9
11511,3/2/2022 12:00,28.20935233,83.9852935,66.8,23.7,25.7,46.3
11513,3/2/2022 12:00,28.20931417,83.9852805,62,22.9,25.8,46
11515,3/2/2022 12:00,28.20928317,83.98527117,56.8,23,25.8,45.6
11517,3/2/2022 12:00,28.20925367,83.985272,55.9,23.7,25.9,45.5
11519,3/2/2022 12:00,28.20923167,83.98526233,56.2,24.3,26,45.5
11521,3/2/2022 12:00,28.20921267,83.98525117,55.6,23.7,26.2,45.3
11523,3/2/2022 12:00,28.20919917,83.98524683,56.2,23.1,26.3,45.1
11525,3/2/2022 12:00,28.2091955,83.985247,57.1,22.1,26.4,45
11527,3/2/2022 12:00,28.20919017,83.9852435,61.3,22.6,26.5,44.5
11529,3/2/2022 12:00,28.20919117,83.98524183,64,21.7,26.4,44.5
11531,3/2/2022 12:00,28.20918917,83.98524267,59.8,20.3,26.4,44.5
11533,3/2/2022 12:00,28.209192,83.98524567,56,19.8,26.2,44.5
11535,3/2/2022 12:00,28.20918867,83.98524233,53.4,19.2,26,44.7
11537,3/2/2022 12:00,28.20918467,83.98523983,56.5,19.3,25.7,45.1
11539,3/2/2022 12:01,28.20917483,83.985241,65.8,21.1,25.7,45.6
11541,3/2/2022 12:01,28.20915333,83.9852495,66.7,21.1,25.7,45.7
11543,3/2/2022 12:01,28.20915483,83.985256,71.2,21.8,25.6,46
11545,3/2/2022 12:01,28.20914633,83.98525817,82.8,23.6,25.5,46.7
11547,3/2/2022 12:01,28.20916517,83.98526217,88.4,24.8,25.2,47.7
11549,3/2/2022 12:01,28.20919267,83.98527133,105.6,26.5,25.1,48.2
11551,3/2/2022 12:01,28.20920517,83.985263,120.4,28.3,24.8,48.6
11553,3/2/2022 12:01,28.20920617,83.985249,132.4,29.2,24.6,48.8
11555,3/2/2022 12:01,28.20920417,83.98524067,142.9,28.1,24.5,49.2
11557,3/2/2022 12:01,28.20920683,83.98523367,157.4,29.1,24.3,50
11559,3/2/2022 12:01,28.20920267,83.98522133,163.4,28.8,24.1,50.3
11561,3/2/2022 12:01,28.20919067,83.98520833,174.4,29,24,50.4
11563,3/2/2022 12:01,28.20918733,83.98520067,177.3,28.5,24,50.4
11565,3/2/2022 12:01,28.20918433,83.9852,169,27,23.7,50.5
11567,3/2/2022 12:02,28.20918317,83.98519533,151.6,25.6,23.6,50.5
11569,3/2/2022 12:02,28.209171,83.9851865,142.7,25.1,23.5,51.3
11571,3/2/2022 12:02,28.2091605,83.98517517,131.5,24.3,23.3,51.9
11573,3/2/2022 12:02,28.20915817,83.98515817,137.1,24.1,23.3,52.4
11575,3/2/2022 12:02,28.20915283,83.98515183,130.2,23.5,23.2,52.4
11577,3/2/2022 12:02,28.20913767,83.98513067,122.6,22.9,23.1,52.3
11579,3/2/2022 12:02,28.20912333,83.98512017,116,23,23,52.3
11581,3/2/2022 12:02,28.2091185,83.98511467,116.8,23.6,22.9,52.4
11583,3/2/2022 12:02,28.209117,83.98510333,114.1,23.5,22.8,52.3
11585,3/2/2022 12:02,28.2091175,83.98509333,112.4,23.8,22.7,52.5
11587,3/2/2022 12:02,28.20911417,83.98508683,105,23.8,22.6,52.8
11589,3/2/2022 12:02,28.20910383,83.985077,89.5,24.2,22.5,53
11591,3/2/2022 12:02,28.20910267,83.9850695,94.6,24.5,22.4,53.4
11593,3/2/2022 12:02,28.20910017,83.9850625,99.1,24.6,22.4,53.4
11595,3/2/2022 12:03,28.20910067,83.98507083,115.9,25.2,22.3,53.8
11597,3/2/2022 12:03,28.20909683,83.98507433,117.3,26,22.3,53.9
11599,3/2/2022 12:03,28.20909717,83.985087,125.8,26.1,22.3,53.9
11601,3/2/2022 12:03,28.20909983,83.98509317,133.1,25.9,22.3,54
11603,3/2/2022 12:03,28.209103,83.98509867,126.7,25.3,22.3,53.9
11605,3/2/2022 12:03,28.20910733,83.9851025,120.7,24.9,22.2,53.7
11607,3/2/2022 12:03,28.20910383,83.985112,120.2,24.8,22.2,53.9
11609,3/2/2022 12:03,28.2090895,83.9851055,111.9,23.7,22.2,53.9
11611,3/2/2022 12:03,28.2090855,83.98509983,104.9,23.5,22.2,54.1
11613,3/2/2022 12:03,28.209085,83.98509683,98.8,23.2,22.2,54.3
11615,3/2/2022 12:03,28.20907783,83.98509183,100.8,23.7,22.2,54.3
11617,3/2/2022 12:03,28.20907367,83.98508867,103.9,23.9,22.2,54.5
11619,3/2/2022 12:03,28.20907,83.985084,98.6,23.9,22.1,54.6
11621,3/2/2022 12:03,28.20906867,83.985082,99.1,24.1,22.1,54.7
11623,3/2/2022 12:04,28.20906433,83.98507967,97.3,24.4,22.1,54.9
11625,3/2/2022 12:04,28.20906,83.98507833,95.9,25.2,22.2,54.9
11627,3/2/2022 12:04,28.20905717,83.9850765,97.1,25.1,22.2,55
11629,3/2/2022 12:04,28.2090545,83.98507517,84.6,24.5,22.2,55.1
11631,3/2/2022 12:04,28.20905267,83.98507683,81.1,24.2,22.1,55
11633,3/2/2022 12:04,28.20905167,83.98507683,84.4,24.3,22.1,54.9
11635,3/2/2022 12:04,28.20905017,83.98507483,82.1,24.1,22.1,55
11637,3/2/2022 12:04,28.209047,83.98507117,83.6,23.2,22,54.7
11639,3/2/2022 12:04,28.20904517,83.98507017,82.9,23.1,22.1,54.7
11641,3/2/2022 12:04,28.20904417,83.98507033,79.5,23.1,22.1,54.7
11643,3/2/2022 12:04,28.20904467,83.98507,86.6,23.4,22.1,54.8
11645,3/2/2022 12:04,28.20904883,83.9850685,91.7,23.4,22.1,54.8
11647,3/2/2022 12:04,28.20905317,83.98507333,88,23.7,22.1,54.8
11649,3/2/2022 12:04,28.20905733,83.985074,88.9,24.6,22.1,54.8
11651,3/2/2022 12:05,28.2090605,83.98507483,96.4,25.5,22,54.8
11653,3/2/2022 12:05,28.209065,83.9850745,97.2,26.6,22,54.9
11655,3/2/2022 12:05,28.209078,83.98508417,101.1,27.1,22,55.2
11657,3/2/2022 12:05,28.20909217,83.98510233,99.5,27.4,22,55.2
11659,3/2/2022 12:05,28.20910067,83.98511717,91.4,27.6,21.9,55.3
11661,3/2/2022 12:05,28.20911433,83.985127,96.2,28,21.9,55.1
11663,3/2/2022 12:05,28.20912533,83.98512867,97.3,27.1,21.8,55.5
11665,3/2/2022 12:05,28.20912967,83.98512067,88,26.1,21.8,55.7
11667,3/2/2022 12:05,28.20913217,83.98511683,85.9,24.8,21.7,54.9
11669,3/2/2022 12:05,28.20913533,83.985114,87.7,23.9,21.7,55.1
11671,3/2/2022 12:05,28.20914083,83.985112,96.2,24.2,21.8,55.7
11673,3/2/2022 12:05,28.20914967,83.98511133,95,24,21.7,55.8
11675,3/2/2022 12:05,28.20914183,83.985106,95.7,24.3,21.7,56
11677,3/2/2022 12:06,28.20914217,83.98510233,100.1,24.6,21.8,56.3
11679,3/2/2022 12:06,28.20914617,83.9851025,105.5,24.6,21.8,56.3
11681,3/2/2022 12:06,28.20914967,83.9850995,101.4,24.9,21.8,56.6
11683,3/2/2022 12:06,28.209147,83.98509633,94.7,24.9,21.7,56.2
11685,3/2/2022 12:06,28.2091495,83.985095,90.1,24.6,21.7,55.7
11687,3/2/2022 12:06,28.209148,83.98509167,88.8,24.8,21.7,55.8
11689,3/2/2022 12:06,28.20914767,83.98509233,82.1,23.5,21.7,56.1
11691,3/2/2022 12:06,28.20914567,83.985092,69.5,22.9,21.7,57
11693,3/2/2022 12:06,28.20914583,83.9850905,64.5,23.7,21.7,57
11695,3/2/2022 12:06,28.20914783,83.98509333,62.7,23.8,21.7,56.3
11697,3/2/2022 12:06,28.20914883,83.98509533,58.3,23.7,21.7,56.1
11699,3/2/2022 12:06,28.20914817,83.98509733,55.4,23,21.7,56.3
11701,3/2/2022 12:06,28.20914967,83.985099,64.5,23.3,21.6,56.2
11703,3/2/2022 12:07,28.2091525,83.98509733,68.4,23.8,21.6,56.7
11705,3/2/2022 12:07,28.2091545,83.98509233,74.6,24.4,21.6,56.7
11707,3/2/2022 12:07,28.20915267,83.98508517,82.7,24.5,21.5,56.3
11709,3/2/2022 12:07,28.20915217,83.9850825,81.3,24.2,21.6,56.4
11711,3/2/2022 12:07,28.209153,83.98508183,82.5,24.2,21.5,56.6
11713,3/2/2022 12:07,28.2091545,83.98508167,89.5,24.9,21.5,56.8
11715,3/2/2022 12:07,28.20915433,83.98508067,90,25.1,21.5,56.4
11717,3/2/2022 12:07,28.20915467,83.98508017,85.2,24.1,21.5,56.3
11719,3/2/2022 12:07,28.209154,83.98508017,77.7,23.7,21.5,56.5
11721,3/2/2022 12:07,28.20915467,83.98507967,76.6,23.5,21.5,56.1
11723,3/2/2022 12:07,28.20915417,83.98507883,86.6,23.8,21.5,56
11725,3/2/2022 12:07,28.20915183,83.98508083,90.9,23.8,21.5,56.1
11727,3/2/2022 12:07,28.20915267,83.98508017,77.2,23,21.6,56.4
11729,3/2/2022 12:08,28.20915433,83.98507967,76.6,22.7,21.6,56.4
11731,3/2/2022 12:08,28.20915067,83.98507567,77.8,22.9,21.6,56.4
11733,3/2/2022 12:08,28.209146,83.985071,87.8,24.7,21.7,57
11735,3/2/2022 12:08,28.2091475,83.98507217,94.9,25.9,21.7,56.8
11737,3/2/2022 12:08,28.20914883,83.9850715,89.2,26.5,21.7,56.8
11739,3/2/2022 12:08,28.209148,83.98506933,90.2,26.7,21.7,56.4
11741,3/2/2022 12:08,28.20914683,83.985068,106.5,27.2,21.7,56.5
11743,3/2/2022 12:08,28.20914633,83.98506667,119.3,28.3,21.7,56.7
11745,3/2/2022 12:08,28.20914633,83.98506433,121.7,28.9,21.7,56.5
